# XPS Gathering Data
#--------------
# X  Y
0.5 5.88e-05 0.5 5.88e-05
0.490045 5.88e-05 0.49 5.88e-05
0.48 5.88e-05 0.48 5.88e-05
0.46999 5.88e-05 0.47 5.88e-05
0.459995 5.88e-05 0.46 5.88e-05
0.449975 5.88e-05 0.45 5.88e-05
0.44001 5.88e-05 0.4399999999999 5.88e-05
0.42999 5.88e-05 0.4299999999999 5.88e-05
0.41998 5.88e-05 0.4199999999999 5.88e-05
0.41001 5.88e-05 0.4099999999999 5.88e-05
0.400025 5.88e-05 0.3999999999999 5.88e-05
0.390005 5.88e-05 0.3899999999999 5.88e-05
0.37996 5.88e-05 0.3799999999999 5.88e-05
0.37003 5.88e-05 0.3699999999999 5.88e-05
0.359985 5.88e-05 0.3599999999999 5.88e-05
0.34999 5.88e-05 0.3499999999999 5.88e-05
0.340005 5.88e-05 0.3399999999998 5.88e-05
0.329995 5.88e-05 0.3299999999998 5.88e-05
0.31999 5.88e-05 0.3199999999998 5.88e-05
0.309995 5.88e-05 0.3099999999998 5.88e-05
0.29999 5.88e-05 0.2999999999998 5.88e-05
0.28999 5.88e-05 0.2899999999998 5.88e-05
0.280005 5.88e-05 0.2799999999998 5.88e-05
0.27003 5.88e-05 0.2699999999998 5.88e-05
0.25998 5.88e-05 0.2599999999998 5.88e-05
0.25 5.88e-05 0.2499999999998 5.88e-05
0.23999 5.88e-05 0.2399999999998 5.88e-05
0.22999 5.88e-05 0.2299999999998 5.88e-05
0.21999 5.88e-05 0.2199999999998 5.88e-05
0.209995 5.88e-05 0.2099999999998 5.88e-05
0.19998 5.88e-05 0.1999999999998 5.88e-05
0.190005 5.88e-05 0.1899999999998 5.88e-05
0.179965 5.88e-05 0.1799999999998 5.88e-05
0.17002 5.88e-05 0.1699999999998 5.88e-05
0.16 5.88e-05 0.1599999999998 5.88e-05
0.149995 5.88e-05 0.1499999999998 5.88e-05
0.14 5.88e-05 0.1399999999998 5.88e-05
0.130015 5.88e-05 0.1299999999998 5.88e-05
0.119985 5.88e-05 0.1199999999998 5.88e-05
0.11 5.88e-05 0.1099999999998 5.88e-05
0.10001 5.88e-05 0.09999999999979 5.88e-05
0.09001 5.88e-05 0.08999999999979 5.88e-05
0.08 5.88e-05 0.07999999999979 5.88e-05
0.07 5.88e-05 0.06999999999978 5.88e-05
0.06 5.88e-05 0.05999999999978 5.88e-05
0.05002 5.88e-05 0.04999999999978 5.88e-05
0.040005 5.88e-05 0.03999999999978 5.88e-05
0.029995 5.88e-05 0.02999999999978 5.88e-05
0.02001 5.88e-05 0.01999999999978 5.88e-05
0.009985 5.88e-05 0.009999999999783 5.88e-05
-3.5e-05 5.88e-05 6.895161289051e-06 5.88e-05
